Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,4.060606060606059,21,PTM-SEA,0.475,2,TK,FAK,NA,PTK2
MAP2K7,0,24,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,15.008078667791057,15,PTM-SEA,0.65,3,TK,JAKA,NA,JAK2
MAP3K6,0,24,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,-16.67437710718756,14,PTM-SEA,0.675,3,TK,ABL,NA,ABL1
EGFR,12.990606430225432,16,PTM-SEA,0.625,3,TK,EGFR,NA,EGFR
ERBB2,-44.20842325369828,3,PTM-SEA,0.95,4,TK,EGFR,NA,ERBB2
INSR,-3.7966545136873013,22,PTM-SEA,0.45,2,TK,INSR,NA,INSR
LCK,-42.52225116125785,4,PTM-SEA,0.925,4,TK,SRC,SRCB,LCK
FYN,-4.119624476708635,20,PTM-SEA,0.525,3,TK,SRC,SRCA,FYN
YES1,0,24,PTM-SEA,0,1,TK,SRC,SRCA,YES1
LYN,-44.324482298750056,2,PTM-SEA,0.975,4,TK,SRC,SRCB,LYN
RET,-10.561786615534984,17,PTM-SEA,0.6,3,TK,RET,NA,RET
IGF1R,18.791090953381925,12,PTM-SEA,0.725,3,TK,INSR,NA,IGF1R
MET,-18.021984755564844,13,PTM-SEA,0.7,3,TK,MET,NA,MET
HCK,0,24,PTM-SEA,0,1,TK,SRC,SRCB,HCK
PDGFRB,-36.6932552133412,7,PTM-SEA,0.85,4,TK,PDGFR,NA,PDGFRB
FGR,0,24,PTM-SEA,0,1,TK,SRC,SRCA,FGR
SRC,-37.28762636353543,6,PTM-SEA,0.875,4,TK,SRC,SRCA,SRC
FER,0,24,PTM-SEA,0,1,TK,FER,NA,FER
JAK1,9.377222967025062,18,PTM-SEA,0.575,3,TK,JAKA,NA,JAK1
EPHA2,0,24,PTM-SEA,0,1,TK,EPH,NA,EPHA2
TYK2,0,24,PTM-SEA,0,1,TK,JAKA,NA,TYK2
KDR,-24.950878127851368,11,PTM-SEA,0.75,4,TK,VEGFR,NA,KDR
ZAP70,7.802641638710274,19,PTM-SEA,0.55,3,TK,SYK,NA,ZAP70
SYK,-1.0151515151515156,23,PTM-SEA,0.425,2,TK,SYK,NA,SYK
MAP2K4,37.81581347874803,5,PTM-SEA,0.9,4,STE,STE7,MEK4,MAP2K4
MAP2K3,0,24,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
BMX,4.060606060606059,21,PTM-SEA,0.475,2,TK,TEC,NA,BMX
JAK3,-32.02896579019687,8,PTM-SEA,0.825,4,TK,JAKA,NA,JAK3
MAP2K6,0,24,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
EPHA4,0,24,PTM-SEA,0,1,TK,EPH,NA,EPHA4
MAP2K1,0,24,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K1
MST1R,0,24,PTM-SEA,0,1,TK,MET,NA,MST1R
ITK,46.56405201999487,1,PTM-SEA,1,4,TK,TEC,NA,ITK
