Kinase,Z,method,AvgZ
DDR,3.29,640125510>0.15,3.3775
FRK,1.92,640125510>0.15,1.8725
EGFR,1.76,640125510>0.15,1.7525
FAK,1.61,640125510>0.15,1.67
TEC,1.35,640125510>0.15,1.145
AXL,-1.3,640125510>0.15,-1.345
INSR,1.22,640125510>0.15,1.1575
MET,1.19,640125510>0.15,1.1625
ACK,1.14,640125510>0.15,0.6699999999999999
RET,1.02,640125510>0.15,1.1275
JAK,-1,640125510>0.15,-0.9475
ALK,0.9,640125510>0.15,0.99
SEV,-0.88,640125510>0.15,-0.87
SRC,0.79,640125510>0.15,1.0150000000000001
FER,0.73,640125510>0.15,0.795
ABL,0.64,640125510>0.15,0.5325
TRK,0.63,640125510>0.15,0.745
EPH,-0.44,640125510>0.15,-0.2825
PDGFR,-0.4,640125510>0.15,-0.10749999999999998
FGFR,-0.4,640125510>0.15,-0.36250000000000004
VEGFR,0.19,640125510>0.15,-0.05500000000000001
RYK,0.16,640125510>0.15,0.2175
CSK,-0.04,640125510>0.15,0.0625
SYK,-0.01,640125510>0.15,-0.015
DDR,3.29,640125510>0.2,3.3775
FRK,1.92,640125510>0.2,1.8725
EGFR,1.76,640125510>0.2,1.7525
FAK,1.61,640125510>0.2,1.67
TEC,1.35,640125510>0.2,1.145
AXL,-1.3,640125510>0.2,-1.345
INSR,1.22,640125510>0.2,1.1575
MET,1.19,640125510>0.2,1.1625
ACK,1.14,640125510>0.2,0.6699999999999999
RET,1.02,640125510>0.2,1.1275
JAK,-1,640125510>0.2,-0.9475
ALK,0.9,640125510>0.2,0.99
SEV,-0.88,640125510>0.2,-0.87
SRC,0.79,640125510>0.2,1.0150000000000001
FER,0.73,640125510>0.2,0.795
ABL,0.64,640125510>0.2,0.5325
TRK,0.63,640125510>0.2,0.745
EPH,-0.44,640125510>0.2,-0.2825
PDGFR,-0.4,640125510>0.2,-0.10749999999999998
FGFR,-0.4,640125510>0.2,-0.36250000000000004
VEGFR,0.19,640125510>0.2,-0.05500000000000001
RYK,0.16,640125510>0.2,0.2175
CSK,-0.04,640125510>0.2,0.0625
SYK,-0.01,640125510>0.2,-0.015
DDR,3.46,640125510>0.3,3.3775
FRK,1.98,640125510>0.3,1.8725
EGFR,1.84,640125510>0.3,1.7525
FAK,1.82,640125510>0.3,1.67
MET,1.36,640125510>0.3,1.1625
ACK,1.19,640125510>0.3,0.6699999999999999
TEC,1.19,640125510>0.3,1.145
AXL,-1.14,640125510>0.3,-1.345
RET,1.13,640125510>0.3,1.1275
SRC,1.06,640125510>0.3,1.0150000000000001
ALK,1.04,640125510>0.3,0.99
INSR,0.93,640125510>0.3,1.1575
SEV,-0.89,640125510>0.3,-0.87
JAK,-0.84,640125510>0.3,-0.9475
FER,0.79,640125510>0.3,0.795
TRK,0.75,640125510>0.3,0.745
FGFR,-0.54,640125510>0.3,-0.36250000000000004
ABL,0.45,640125510>0.3,0.5325
EPH,-0.3,640125510>0.3,-0.2825
RYK,0.26,640125510>0.3,0.2175
CSK,0.19,640125510>0.3,0.0625
SYK,0.07,640125510>0.3,-0.015
VEGFR,-0.04,640125510>0.3,-0.05500000000000001
PDGFR,-0.02,640125510>0.3,-0.10749999999999998
DDR,3.47,640125510>0.4,3.3775
FRK,1.67,640125510>0.4,1.8725
EGFR,1.65,640125510>0.4,1.7525
FAK,1.64,640125510>0.4,1.67
AXL,-1.64,640125510>0.4,-1.345
SRC,1.42,640125510>0.4,1.0150000000000001
RET,1.34,640125510>0.4,1.1275
INSR,1.26,640125510>0.4,1.1575
ALK,1.12,640125510>0.4,0.99
TRK,0.97,640125510>0.4,0.745
JAK,-0.95,640125510>0.4,-0.9475
FER,0.93,640125510>0.4,0.795
MET,0.91,640125510>0.4,1.1625
SEV,-0.83,640125510>0.4,-0.87
ACK,-0.79,640125510>0.4,0.6699999999999999
TEC,0.69,640125510>0.4,1.145
VEGFR,-0.56,640125510>0.4,-0.05500000000000001
ABL,0.4,640125510>0.4,0.5325
PDGFR,0.39,640125510>0.4,-0.10749999999999998
RYK,0.29,640125510>0.4,0.2175
CSK,0.14,640125510>0.4,0.0625
FGFR,-0.11,640125510>0.4,-0.36250000000000004
SYK,-0.11,640125510>0.4,-0.015
EPH,0.05,640125510>0.4,-0.2825
