Kinase,Z,method,AvgZ
DDR,3.23,640125512>0.15,3.3325
EGFR,2.31,640125512>0.15,2.0425
MET,1.59,640125512>0.15,1.4925000000000002
AXL,-1.52,640125512>0.15,-1.4525
INSR,1.18,640125512>0.15,1.5175
SEV,1.03,640125512>0.15,1.0725
FER,1.02,640125512>0.15,1.0025
ACK,1.01,640125512>0.15,1.0675
FRK,0.88,640125512>0.15,1.0625
SRC,0.87,640125512>0.15,0.92
TEC,0.58,640125512>0.15,0.6775
RET,-0.56,640125512>0.15,-0.3925
JAK,-0.56,640125512>0.15,-0.2425
FAK,0.55,640125512>0.15,0.7325
EPH,-0.53,640125512>0.15,-0.29000000000000004
VEGFR,-0.51,640125512>0.15,-0.8400000000000001
ALK,0.5,640125512>0.15,0.66
CSK,-0.4,640125512>0.15,-0.4175
ABL,0.34,640125512>0.15,0.355
SYK,-0.22,640125512>0.15,-0.3325
PDGFR,-0.18,640125512>0.15,-0.27749999999999997
FGFR,-0.13,640125512>0.15,0.05499999999999998
TRK,0.04,640125512>0.15,0.255
RYK,0.04,640125512>0.15,0.08499999999999999
DDR,3.33,640125512>0.2,3.3325
EGFR,2.17,640125512>0.2,2.0425
MET,1.58,640125512>0.2,1.4925000000000002
AXL,-1.38,640125512>0.2,-1.4525
INSR,1.28,640125512>0.2,1.5175
FER,1.04,640125512>0.2,1.0025
SEV,1.04,640125512>0.2,1.0725
ACK,1.01,640125512>0.2,1.0675
FRK,0.86,640125512>0.2,1.0625
SRC,0.81,640125512>0.2,0.92
CSK,-0.61,640125512>0.2,-0.4175
FAK,0.6,640125512>0.2,0.7325
ALK,0.56,640125512>0.2,0.66
RET,-0.55,640125512>0.2,-0.3925
VEGFR,-0.5,640125512>0.2,-0.8400000000000001
JAK,-0.47,640125512>0.2,-0.2425
EPH,-0.46,640125512>0.2,-0.29000000000000004
TEC,0.46,640125512>0.2,0.6775
ABL,0.44,640125512>0.2,0.355
FGFR,-0.31,640125512>0.2,0.05499999999999998
PDGFR,-0.26,640125512>0.2,-0.27749999999999997
SYK,-0.26,640125512>0.2,-0.3325
TRK,0.07,640125512>0.2,0.255
RYK,0.02,640125512>0.2,0.08499999999999999
DDR,3.22,640125512>0.3,3.3325
EGFR,1.89,640125512>0.3,2.0425
INSR,1.68,640125512>0.3,1.5175
AXL,-1.5,640125512>0.3,-1.4525
VEGFR,-1.32,640125512>0.3,-0.8400000000000001
MET,1.3,640125512>0.3,1.4925000000000002
FER,1.25,640125512>0.3,1.0025
FRK,1.16,640125512>0.3,1.0625
ACK,1.06,640125512>0.3,1.0675
SEV,1.06,640125512>0.3,1.0725
FAK,0.93,640125512>0.3,0.7325
ALK,0.78,640125512>0.3,0.66
SRC,0.76,640125512>0.3,0.92
PDGFR,-0.61,640125512>0.3,-0.27749999999999997
CSK,-0.54,640125512>0.3,-0.4175
TEC,0.54,640125512>0.3,0.6775
SYK,-0.38,640125512>0.3,-0.3325
TRK,0.36,640125512>0.3,0.255
RET,-0.3,640125512>0.3,-0.3925
FGFR,0.17,640125512>0.3,0.05499999999999998
RYK,0.15,640125512>0.3,0.08499999999999999
ABL,0.14,640125512>0.3,0.355
JAK,-0.13,640125512>0.3,-0.2425
EPH,-0.04,640125512>0.3,-0.29000000000000004
DDR,3.55,640125512>0.4,3.3325
INSR,1.93,640125512>0.4,1.5175
EGFR,1.8,640125512>0.4,2.0425
MET,1.5,640125512>0.4,1.4925000000000002
AXL,-1.41,640125512>0.4,-1.4525
FRK,1.35,640125512>0.4,1.0625
SRC,1.24,640125512>0.4,0.92
ACK,1.19,640125512>0.4,1.0675
SEV,1.16,640125512>0.4,1.0725
TEC,1.13,640125512>0.4,0.6775
VEGFR,-1.03,640125512>0.4,-0.8400000000000001
FAK,0.85,640125512>0.4,0.7325
ALK,0.8,640125512>0.4,0.66
FER,0.7,640125512>0.4,1.0025
TRK,0.55,640125512>0.4,0.255
ABL,0.5,640125512>0.4,0.355
FGFR,0.49,640125512>0.4,0.05499999999999998
SYK,-0.47,640125512>0.4,-0.3325
JAK,0.19,640125512>0.4,-0.2425
RET,-0.16,640125512>0.4,-0.3925
EPH,-0.13,640125512>0.4,-0.29000000000000004
RYK,0.13,640125512>0.4,0.08499999999999999
CSK,-0.12,640125512>0.4,-0.4175
PDGFR,-0.06,640125512>0.4,-0.27749999999999997
