Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
PTK2,4.083333333333334,19,PTM-SEA,0.5365853658536586,3,TK,FAK,NA,PTK2
MAP2K7,0,23,PTM-SEA,0,1,STE,STE7,MEK7,MAP2K7
JAK2,-30.20105138392602,9,PTM-SEA,0.8048780487804879,4,TK,JAKA,NA,JAK2
MAP3K6,0,23,PTM-SEA,0,1,STE,STE11,ASK,MAP3K6
ABL1,-10.337907737310532,17,PTM-SEA,0.6097560975609756,3,TK,ABL,NA,ABL1
EGFR,12.550628646043519,14,PTM-SEA,0.6829268292682927,3,TK,EGFR,NA,EGFR
ERBB2,-0.8854774558885463,22,PTM-SEA,0.4634146341463415,2,TK,EGFR,NA,ERBB2
INSR,-1.2655427399021477,21,PTM-SEA,0.4878048780487805,2,TK,INSR,NA,INSR
LCK,-34.17967844510762,8,PTM-SEA,0.8292682926829268,4,TK,SRC,SRCB,LCK
FYN,-34.87771917950566,6,PTM-SEA,0.8780487804878049,4,TK,SRC,SRCA,FYN
YES1,-37.518668363311825,3,PTM-SEA,0.9512195121951219,4,TK,SRC,SRCA,YES1
LYN,-11.251101328001932,15,PTM-SEA,0.6585365853658537,3,TK,SRC,SRCB,LYN
RET,35.70991371424204,4,PTM-SEA,0.926829268292683,4,TK,RET,NA,RET
IGF1R,0,23,PTM-SEA,0,1,TK,INSR,NA,IGF1R
MET,-7.797502083305274,18,PTM-SEA,0.5853658536585366,3,TK,MET,NA,MET
HCK,46.962409490523285,1,PTM-SEA,1,4,TK,SRC,SRCB,HCK
ROS1,0,23,PTM-SEA,0,1,TK,SEV,NA,ROS1
PDGFRB,-34.242396899051734,7,PTM-SEA,0.8536585365853658,4,TK,PDGFR,NA,PDGFRB
FGR,0,23,PTM-SEA,0,1,TK,SRC,SRCA,FGR
SRC,3.6175559360524345,20,PTM-SEA,0.5121951219512195,3,TK,SRC,SRCA,SRC
FER,0,23,PTM-SEA,0,1,TK,FER,NA,FER
JAK1,10.831578947368424,16,PTM-SEA,0.6341463414634146,3,TK,JAKA,NA,JAK1
TYK2,0,23,PTM-SEA,0,1,TK,JAKA,NA,TYK2
FLT4,0,23,PTM-SEA,0,1,TK,VEGFR,NA,FLT4
KDR,0,23,PTM-SEA,0,1,TK,VEGFR,NA,KDR
ABL2,0,23,PTM-SEA,0,1,TK,ABL,NA,ABL2
ZAP70,24.95998304130333,10,PTM-SEA,0.7804878048780488,4,TK,SYK,NA,ZAP70
SYK,0,23,PTM-SEA,0,1,TK,SYK,NA,SYK
MAP2K4,34.99303700041789,5,PTM-SEA,0.9024390243902439,4,STE,STE7,MEK4,MAP2K4
MAP2K3,0,23,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K3
BMX,4.083333333333334,19,PTM-SEA,0.5365853658536586,3,TK,TEC,NA,BMX
JAK3,-22.8080316241507,11,PTM-SEA,0.7560975609756098,4,TK,JAKA,NA,JAK3
MAP2K6,0,23,PTM-SEA,0,1,STE,STE7,MEK3,MAP2K6
MAP2K1,0,23,PTM-SEA,0,1,STE,STE7,MEK1,MAP2K1
MST1R,0,23,PTM-SEA,0,1,TK,MET,NA,MST1R
ITK,43.03499955641292,2,PTM-SEA,0.975609756097561,4,TK,TEC,NA,ITK
PTK6,15.806822957923046,13,PTM-SEA,0.7073170731707317,3,TK,SRC,SRM,PTK6
PTK2B,0,23,PTM-SEA,0,1,TK,FAK,NA,PTK2B
ERBB4,0,23,PTM-SEA,0,1,TK,EGFR,NA,ERBB4
NTRK2,-20.11578947368421,12,PTM-SEA,0.7317073170731707,3,TK,TRK,NA,NTRK2
