Kinase,Z,method,AvgZ
DDR,2.9,640125515>0.15,2.9175
EGFR,2.12,640125515>0.15,2.31
INSR,1.35,640125515>0.15,1.315
FRK,1.22,640125515>0.15,1.3875
PDGFR,1.15,640125515>0.15,1.38
SEV,1.11,640125515>0.15,1.155
ACK,1.09,640125515>0.15,1.145
EPH,-1.03,640125515>0.15,-1.0325
SRC,-0.8,640125515>0.15,-0.545
TEC,0.77,640125515>0.15,0.8425
ABL,0.55,640125515>0.15,0.5575
MET,0.54,640125515>0.15,0.8425
AXL,-0.49,640125515>0.15,-0.1325
CSK,0.46,640125515>0.15,0.635
VEGFR,-0.44,640125515>0.15,-0.895
JAK,-0.44,640125515>0.15,-0.16749999999999998
FGFR,-0.41,640125515>0.15,-0.46
RET,-0.28,640125515>0.15,-0.10750000000000003
FAK,0.26,640125515>0.15,0.68
ALK,-0.15,640125515>0.15,-0.36
TRK,-0.12,640125515>0.15,0.14250000000000002
SYK,0.11,640125515>0.15,0.28
RYK,0.1,640125515>0.15,0.1875
FER,-0.06,640125515>0.15,0.055
DDR,3.07,640125515>0.2,2.9175
EGFR,2.35,640125515>0.2,2.31
PDGFR,1.37,640125515>0.2,1.38
FRK,1.26,640125515>0.2,1.3875
SEV,1.11,640125515>0.2,1.155
ACK,1.08,640125515>0.2,1.145
INSR,0.99,640125515>0.2,1.315
TEC,0.99,640125515>0.2,0.8425
EPH,-0.94,640125515>0.2,-1.0325
MET,0.62,640125515>0.2,0.8425
CSK,0.61,640125515>0.2,0.635
ABL,0.6,640125515>0.2,0.5575
SRC,-0.51,640125515>0.2,-0.545
VEGFR,-0.42,640125515>0.2,-0.895
JAK,-0.41,640125515>0.2,-0.16749999999999998
FAK,0.4,640125515>0.2,0.68
AXL,-0.35,640125515>0.2,-0.1325
FGFR,-0.33,640125515>0.2,-0.46
SYK,0.33,640125515>0.2,0.28
RET,-0.23,640125515>0.2,-0.10750000000000003
RYK,0.15,640125515>0.2,0.1875
FER,-0.05,640125515>0.2,0.055
ALK,-0.05,640125515>0.2,-0.36
TRK,-0.02,640125515>0.2,0.14250000000000002
DDR,2.61,640125515>0.3,2.9175
EGFR,2.22,640125515>0.3,2.31
FRK,1.4,640125515>0.3,1.3875
PDGFR,1.37,640125515>0.3,1.38
INSR,1.26,640125515>0.3,1.315
SEV,1.19,640125515>0.3,1.155
ACK,1.15,640125515>0.3,1.145
EPH,-1.1,640125515>0.3,-1.0325
VEGFR,-0.95,640125515>0.3,-0.895
TEC,0.92,640125515>0.3,0.8425
MET,0.92,640125515>0.3,0.8425
SRC,-0.82,640125515>0.3,-0.545
FAK,0.74,640125515>0.3,0.68
CSK,0.72,640125515>0.3,0.635
ALK,-0.67,640125515>0.3,-0.36
FGFR,-0.65,640125515>0.3,-0.46
SYK,0.48,640125515>0.3,0.28
ABL,0.37,640125515>0.3,0.5575
TRK,0.23,640125515>0.3,0.14250000000000002
RYK,0.21,640125515>0.3,0.1875
JAK,-0.1,640125515>0.3,-0.16749999999999998
FER,0.09,640125515>0.3,0.055
RET,-0.07,640125515>0.3,-0.10750000000000003
AXL,0.04,640125515>0.3,-0.1325
DDR,3.09,640125515>0.4,2.9175
EGFR,2.55,640125515>0.4,2.31
VEGFR,-1.77,640125515>0.4,-0.895
FRK,1.67,640125515>0.4,1.3875
INSR,1.66,640125515>0.4,1.315
PDGFR,1.63,640125515>0.4,1.38
FAK,1.32,640125515>0.4,0.68
MET,1.29,640125515>0.4,0.8425
ACK,1.26,640125515>0.4,1.145
SEV,1.21,640125515>0.4,1.155
EPH,-1.06,640125515>0.4,-1.0325
CSK,0.75,640125515>0.4,0.635
ABL,0.71,640125515>0.4,0.5575
TEC,0.69,640125515>0.4,0.8425
ALK,-0.57,640125515>0.4,-0.36
TRK,0.48,640125515>0.4,0.14250000000000002
FGFR,-0.45,640125515>0.4,-0.46
RYK,0.29,640125515>0.4,0.1875
JAK,0.28,640125515>0.4,-0.16749999999999998
AXL,0.27,640125515>0.4,-0.1325
FER,0.24,640125515>0.4,0.055
SYK,0.2,640125515>0.4,0.28
RET,0.15,640125515>0.4,-0.10750000000000003
SRC,-0.05,640125515>0.4,-0.545
