Kinase,Z,method,AvgZ
DDR,2.44,640125515>0.15,2.6425
EGFR,2.2,640125515>0.15,2.2825
EPH,-1.28,640125515>0.15,-1.0975000000000001
FRK,1.25,640125515>0.15,1.3875
SEV,1.14,640125515>0.15,1.1524999999999999
ACK,1.14,640125515>0.15,1.1775
INSR,1.05,640125515>0.15,0.9725
PDGFR,0.99,640125515>0.15,1.2375
SRC,-0.91,640125515>0.15,-0.585
FAK,0.82,640125515>0.15,0.9974999999999999
MET,0.7,640125515>0.15,0.8975
CSK,0.67,640125515>0.15,0.6375
ALK,-0.61,640125515>0.15,-0.615
AXL,-0.57,640125515>0.15,-0.2875
ABL,0.47,640125515>0.15,0.48
SYK,-0.41,640125515>0.15,-0.04249999999999998
VEGFR,-0.35,640125515>0.15,-0.62
JAK,-0.33,640125515>0.15,-0.11750000000000001
TEC,0.26,640125515>0.15,0.695
RET,-0.23,640125515>0.15,-0.0975
FGFR,-0.22,640125515>0.15,-0.22
RYK,0.15,640125515>0.15,0.20500000000000002
TRK,0.04,640125515>0.15,0.1925
FER,-0.01,640125515>0.15,0.0875
DDR,2.43,640125515>0.2,2.6425
EGFR,2.38,640125515>0.2,2.2825
FRK,1.35,640125515>0.2,1.3875
EPH,-1.24,640125515>0.2,-1.0975000000000001
ACK,1.19,640125515>0.2,1.1775
PDGFR,1.18,640125515>0.2,1.2375
SEV,1.16,640125515>0.2,1.1524999999999999
FAK,0.85,640125515>0.2,0.9974999999999999
CSK,0.84,640125515>0.2,0.6375
INSR,0.75,640125515>0.2,0.9725
MET,0.74,640125515>0.2,0.8975
SRC,-0.64,640125515>0.2,-0.585
ALK,-0.52,640125515>0.2,-0.615
TEC,0.51,640125515>0.2,0.695
ABL,0.5,640125515>0.2,0.48
AXL,-0.49,640125515>0.2,-0.2875
VEGFR,-0.27,640125515>0.2,-0.62
JAK,-0.22,640125515>0.2,-0.11750000000000001
SYK,-0.18,640125515>0.2,-0.04249999999999998
FGFR,-0.17,640125515>0.2,-0.22
RET,-0.16,640125515>0.2,-0.0975
RYK,0.13,640125515>0.2,0.20500000000000002
TRK,0.08,640125515>0.2,0.1925
FER,0.01,640125515>0.2,0.0875
DDR,2.71,640125515>0.3,2.6425
EGFR,2.43,640125515>0.3,2.2825
FRK,1.41,640125515>0.3,1.3875
PDGFR,1.2,640125515>0.3,1.2375
ACK,1.19,640125515>0.3,1.1775
FAK,1.18,640125515>0.3,0.9974999999999999
SEV,1.13,640125515>0.3,1.1524999999999999
EPH,-1.06,640125515>0.3,-1.0975000000000001
MET,0.97,640125515>0.3,0.8975
INSR,0.93,640125515>0.3,0.9725
TEC,0.87,640125515>0.3,0.695
VEGFR,-0.84,640125515>0.3,-0.62
ALK,-0.64,640125515>0.3,-0.615
CSK,0.5,640125515>0.3,0.6375
SRC,-0.46,640125515>0.3,-0.585
ABL,0.45,640125515>0.3,0.48
TRK,0.27,640125515>0.3,0.1925
RYK,0.26,640125515>0.3,0.20500000000000002
FGFR,-0.22,640125515>0.3,-0.22
AXL,-0.2,640125515>0.3,-0.2875
FER,0.1,640125515>0.3,0.0875
SYK,0.07,640125515>0.3,-0.04249999999999998
RET,-0.07,640125515>0.3,-0.0975
JAK,-0.07,640125515>0.3,-0.11750000000000001
DDR,2.99,640125515>0.4,2.6425
EGFR,2.12,640125515>0.4,2.2825
PDGFR,1.58,640125515>0.4,1.2375
FRK,1.54,640125515>0.4,1.3875
ACK,1.19,640125515>0.4,1.1775
SEV,1.18,640125515>0.4,1.1524999999999999
MET,1.18,640125515>0.4,0.8975
INSR,1.16,640125515>0.4,0.9725
FAK,1.14,640125515>0.4,0.9974999999999999
TEC,1.14,640125515>0.4,0.695
VEGFR,-1.02,640125515>0.4,-0.62
EPH,-0.81,640125515>0.4,-1.0975000000000001
ALK,-0.69,640125515>0.4,-0.615
CSK,0.54,640125515>0.4,0.6375
ABL,0.5,640125515>0.4,0.48
TRK,0.38,640125515>0.4,0.1925
SYK,0.35,640125515>0.4,-0.04249999999999998
SRC,-0.33,640125515>0.4,-0.585
RYK,0.28,640125515>0.4,0.20500000000000002
FGFR,-0.27,640125515>0.4,-0.22
FER,0.25,640125515>0.4,0.0875
JAK,0.15,640125515>0.4,-0.11750000000000001
AXL,0.11,640125515>0.4,-0.2875
RET,0.07,640125515>0.4,-0.0975
