Kinase,Z,method,AvgZ
DDR,3.25,640125510>0.15,3.2350000000000003
EGFR,2.38,640125510>0.15,2.325
FRK,1.81,640125510>0.15,1.85
MET,1.6,640125510>0.15,1.59
AXL,-1.28,640125510>0.15,-1.22
TEC,1.28,640125510>0.15,1.3875
INSR,1.15,640125510>0.15,1.2025
ACK,1.08,640125510>0.15,1.1175
ALK,1.06,640125510>0.15,1.135
JAK,-1.03,640125510>0.15,-0.795
FAK,1.02,640125510>0.15,1.2575
SEV,-0.98,640125510>0.15,-0.915
RET,0.84,640125510>0.15,0.9575
FER,0.6,640125510>0.15,0.4775
FGFR,-0.57,640125510>0.15,-0.485
PDGFR,-0.47,640125510>0.15,-0.31
EPH,-0.46,640125510>0.15,-0.455
CSK,-0.38,640125510>0.15,-0.1925
TRK,0.32,640125510>0.15,0.465
VEGFR,-0.14,640125510>0.15,0.004999999999999984
SRC,0.13,640125510>0.15,0.36
RYK,0.08,640125510>0.15,0.13
SYK,0.07,640125510>0.15,0.3225
ABL,0.04,640125510>0.15,0.17750000000000002
DDR,3.22,640125510>0.2,3.2350000000000003
EGFR,2.47,640125510>0.2,2.325
FRK,1.73,640125510>0.2,1.85
MET,1.68,640125510>0.2,1.59
INSR,1.29,640125510>0.2,1.2025
FAK,1.25,640125510>0.2,1.2575
AXL,-1.2,640125510>0.2,-1.22
TEC,1.16,640125510>0.2,1.3875
ALK,1.11,640125510>0.2,1.135
ACK,1.06,640125510>0.2,1.1175
SEV,-0.94,640125510>0.2,-0.915
RET,0.93,640125510>0.2,0.9575
JAK,-0.91,640125510>0.2,-0.795
FER,0.56,640125510>0.2,0.4775
FGFR,-0.48,640125510>0.2,-0.485
EPH,-0.42,640125510>0.2,-0.455
SRC,0.39,640125510>0.2,0.36
TRK,0.36,640125510>0.2,0.465
PDGFR,-0.3,640125510>0.2,-0.31
CSK,-0.23,640125510>0.2,-0.1925
SYK,0.2,640125510>0.2,0.3225
RYK,0.15,640125510>0.2,0.13
ABL,0.14,640125510>0.2,0.17750000000000002
VEGFR,-0.14,640125510>0.2,0.004999999999999984
DDR,3.18,640125510>0.3,3.2350000000000003
EGFR,2.09,640125510>0.3,2.325
FRK,1.94,640125510>0.3,1.85
MET,1.5,640125510>0.3,1.59
FAK,1.48,640125510>0.3,1.2575
TEC,1.44,640125510>0.3,1.3875
ACK,1.19,640125510>0.3,1.1175
INSR,1.15,640125510>0.3,1.2025
ALK,1.14,640125510>0.3,1.135
AXL,-1.1,640125510>0.3,-1.22
RET,1.04,640125510>0.3,0.9575
SEV,-0.86,640125510>0.3,-0.915
FER,0.7,640125510>0.3,0.4775
JAK,-0.63,640125510>0.3,-0.795
TRK,0.55,640125510>0.3,0.465
EPH,-0.5,640125510>0.3,-0.455
FGFR,-0.49,640125510>0.3,-0.485
SRC,0.49,640125510>0.3,0.36
SYK,0.42,640125510>0.3,0.3225
PDGFR,-0.37,640125510>0.3,-0.31
ABL,0.2,640125510>0.3,0.17750000000000002
RYK,0.13,640125510>0.3,0.13
CSK,-0.12,640125510>0.3,-0.1925
VEGFR,0.11,640125510>0.3,0.004999999999999984
DDR,3.29,640125510>0.4,3.2350000000000003
EGFR,2.36,640125510>0.4,2.325
FRK,1.92,640125510>0.4,1.85
TEC,1.67,640125510>0.4,1.3875
MET,1.58,640125510>0.4,1.59
AXL,-1.3,640125510>0.4,-1.22
FAK,1.28,640125510>0.4,1.2575
ALK,1.23,640125510>0.4,1.135
INSR,1.22,640125510>0.4,1.2025
ACK,1.14,640125510>0.4,1.1175
RET,1.02,640125510>0.4,0.9575
SEV,-0.88,640125510>0.4,-0.915
TRK,0.63,640125510>0.4,0.465
JAK,-0.61,640125510>0.4,-0.795
SYK,0.6,640125510>0.4,0.3225
EPH,-0.44,640125510>0.4,-0.455
SRC,0.43,640125510>0.4,0.36
FGFR,-0.4,640125510>0.4,-0.485
ABL,0.33,640125510>0.4,0.17750000000000002
VEGFR,0.19,640125510>0.4,0.004999999999999984
RYK,0.16,640125510>0.4,0.13
PDGFR,-0.1,640125510>0.4,-0.31
FER,0.05,640125510>0.4,0.4775
CSK,-0.04,640125510>0.4,-0.1925
