Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,-20.10793911046473,32,PTM-SEA,0.4444444444444444,2,AGC,SGK,NA,SGK1
CHEK1,15.213914186929475,37,PTM-SEA,0.36507936507936506,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,12.975915608057019,38,PTM-SEA,0.3492063492063492,2,OTHER,AUR,NA,AURKA
DAPK3,0,47,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,61.04454889141169,10,PTM-SEA,0.8571428571428571,4,AGC,RSK,MSK,RPS6KA5
CHEK2,0,47,PTM-SEA,0,1,CAMK,RAD53,NA,CHEK2
RAF1,61.01230288213202,11,PTM-SEA,0.8412698412698413,4,TKL,RAF,RAF,RAF1
PRKCG,0,47,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,36.59477749520643,25,PTM-SEA,0.5714285714285714,3,AGC,PKC,ALPHA,PRKCB
CDK1,71.08567903682726,6,PTM-SEA,0.9206349206349206,4,CMGC,CDK,CDC2,CDK1
ARAF,58.47862100048542,12,PTM-SEA,0.8095238095238095,4,TKL,RAF,RAF,ARAF
PIM1,53.57006106443312,16,PTM-SEA,0.7142857142857143,3,CAMK,PIM,NA,PIM1
CDK4,28.60836575480438,29,PTM-SEA,0.49206349206349204,2,CMGC,CDK,CDK4,CDK4
BRAF,58.47862100048542,12,PTM-SEA,0.8095238095238095,4,TKL,RAF,RAF,BRAF
PRKCA,-6.698748337406528,41,PTM-SEA,0.30158730158730157,2,AGC,PKC,ALPHA,PRKCA
PRKACA,-50.75775881344794,18,PTM-SEA,0.6825396825396826,3,AGC,PKA,NA,PRKACA
PRKACG,10.42440749225615,40,PTM-SEA,0.31746031746031744,2,AGC,PKA,NA,PRKACG
PRKACB,57.23419342159822,13,PTM-SEA,0.7619047619047619,4,AGC,PKA,NA,PRKACB
RPS6KB1,-18.831066396304575,34,PTM-SEA,0.4126984126984127,2,AGC,RSK,P70,RPS6KB1
CDK2,74.78448783011208,3,PTM-SEA,0.9682539682539683,4,CMGC,CDK,CDC2,CDK2
MAPK3,5.296744265278457,42,PTM-SEA,0.2857142857142857,2,CMGC,MAPK,ERK1,MAPK3
MAPK1,33.87938370094717,26,PTM-SEA,0.5555555555555556,3,CMGC,MAPK,ERK1,MAPK1
AKT1,-26.128572579125994,30,PTM-SEA,0.47619047619047616,2,AGC,AKT,NA,AKT1
AKT2,-3.137597594354297,44,PTM-SEA,0.25396825396825395,2,AGC,AKT,NA,AKT2
MAP3K8,-47.481884119022006,22,PTM-SEA,0.6190476190476191,3,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,57.23419342159822,13,PTM-SEA,0.7619047619047619,4,AGC,PKC,IOTA,PRKCI
MAPK8,0,47,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,-66.51738836334734,7,PTM-SEA,0.9047619047619048,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,0,47,PTM-SEA,0,1,CMGC,GSK,NA,GSK3B
CDK7,101.98058252427185,1,PTM-SEA,1,4,CMGC,CDK,CDK7,CDK7
CDK9,29.28155339805825,28,PTM-SEA,0.5079365079365079,3,CMGC,CDK,CDK9,CDK9
RPS6KA3,-17.530135988427926,35,PTM-SEA,0.3968253968253968,2,AGC,RSK,RSK,RPS6KA3
NEK2,0,47,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,-49.077602015522785,19,PTM-SEA,0.6666666666666666,3,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-3.296819178859227,43,PTM-SEA,0.2698412698412698,2,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-47.79138448940311,21,PTM-SEA,0.6349206349206349,3,CMGC,CK2,NA,CSNK2A1
PRKDC,48.970873786407765,20,PTM-SEA,0.6507936507936508,3,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,0,47,PTM-SEA,0,1,ATYPICAL,PIKK,ATM,ATM
AURKB,-18.961738615315106,33,PTM-SEA,0.42857142857142855,2,OTHER,AUR,NA,AURKB
CDK3,0,47,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,29.28155339805825,28,PTM-SEA,0.5079365079365079,3,CMGC,CDK,CDK4,CDK6
CDK5,71.9876410112798,5,PTM-SEA,0.9365079365079365,4,CMGC,CDK,CDK5,CDK5
PRKCE,12.080244732542175,39,PTM-SEA,0.3333333333333333,2,AGC,PKC,ETA,PRKCE
PRKCQ,63.413380808203016,8,PTM-SEA,0.8888888888888888,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,-61.92618837007144,9,PTM-SEA,0.873015873015873,4,AGC,PKC,IOTA,PRKCZ
PRKCD,-73.49319685714786,4,PTM-SEA,0.9523809523809523,4,AGC,PKC,DELTA,PRKCD
PRKAA1,-15.694921488351962,36,PTM-SEA,0.38095238095238093,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,52.11997770383216,17,PTM-SEA,0.6984126984126984,3,STE,STE20,PAKA,PAK1
PAK2,-55.53398058252427,14,PTM-SEA,0.746031746031746,3,STE,STE20,PAKA,PAK2
PRKG2,29.462630101283324,27,PTM-SEA,0.5396825396825397,3,AGC,PKG,NA,PRKG2
ROCK1,0,47,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
DYRK1A,0,47,PTM-SEA,0,1,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,-45.14866451347589,24,PTM-SEA,0.5873015873015873,3,AGC,PKG,NA,PRKG1
PRKD1,-21.334741328004903,31,PTM-SEA,0.4603174603174603,2,CAMK,PKD,NA,PRKD1
RPS6KA2,47.12230994613251,23,PTM-SEA,0.6031746031746031,3,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-1.611687106101011,45,PTM-SEA,0.23809523809523808,1,AGC,RSK,RSK,RPS6KA1
PKN1,92.568483439578,2,PTM-SEA,0.9841269841269841,4,AGC,PKN,NA,PKN1
MAPK14,0,47,PTM-SEA,0,1,CMGC,MAPK,P38,MAPK14
PIM3,57.23419342159822,13,PTM-SEA,0.7619047619047619,4,CAMK,PIM,NA,PIM3
PASK,0,47,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,47,PTM-SEA,0,1,CK1,VRK,NA,VRK1
NEK6,0,47,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,55.32468526801635,15,PTM-SEA,0.7301587301587301,3,CAMK,PIM,NA,PIM2
AKT3,-0.7428339354125195,46,PTM-SEA,0.2222222222222222,1,AGC,AKT,NA,AKT3
AAK1,301,265,KEA3,0.09142857142857143,1,OTHER,NAK,BIKE,AAK1
