Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
SGK1,0,37,PTM-SEA,0,1,AGC,SGK,NA,SGK1
CHEK1,-26.78833325555229,26,PTM-SEA,0.4745762711864407,2,CAMK,CAMKL,CHK1,CHEK1
AURKA,29.314601772927304,25,PTM-SEA,0.4915254237288136,2,OTHER,AUR,NA,AURKA
DAPK3,0,37,PTM-SEA,0,1,CAMK,DAPK,DAPK,DAPK3
RPS6KA5,-45.39790426443155,19,PTM-SEA,0.5932203389830508,3,AGC,RSK,MSK,RPS6KA5
CHEK2,0,37,PTM-SEA,0,1,CAMK,RAD53,NA,CHEK2
RAF1,-56.7799089091769,12,PTM-SEA,0.7966101694915254,4,TKL,RAF,RAF,RAF1
PRKCG,0,37,PTM-SEA,0,1,AGC,PKC,ALPHA,PRKCG
PRKCB,8.582102898532012,33,PTM-SEA,0.3559322033898305,2,AGC,PKC,ALPHA,PRKCB
CDK1,-76.35066750503502,7,PTM-SEA,0.8813559322033898,4,CMGC,CDK,CDC2,CDK1
ARAF,0,37,PTM-SEA,0,1,TKL,RAF,RAF,ARAF
PIM1,-3.8678568068959116,35,PTM-SEA,0.3220338983050847,2,CAMK,PIM,NA,PIM1
CDK4,-83.94880480141221,3,PTM-SEA,0.9491525423728814,4,CMGC,CDK,CDK4,CDK4
BRAF,0,37,PTM-SEA,0,1,TKL,RAF,RAF,BRAF
PRKCA,22.105978243455485,29,PTM-SEA,0.423728813559322,2,AGC,PKC,ALPHA,PRKCA
PRKACA,52.99006270045556,15,PTM-SEA,0.6610169491525424,3,AGC,PKA,NA,PRKACA
PRKACG,-53.63037705899215,14,PTM-SEA,0.6779661016949152,3,AGC,PKA,NA,PRKACG
PRKACB,-53.63037705899215,14,PTM-SEA,0.6779661016949152,3,AGC,PKA,NA,PRKACB
RPS6KB1,35.30556633558908,22,PTM-SEA,0.5423728813559322,3,AGC,RSK,P70,RPS6KB1
CDK2,-71.0110275712619,9,PTM-SEA,0.847457627118644,4,CMGC,CDK,CDC2,CDK2
MAPK3,-59.18192295456,11,PTM-SEA,0.8135593220338984,4,CMGC,MAPK,ERK1,MAPK3
MAPK1,-76.09468761153298,8,PTM-SEA,0.864406779661017,4,CMGC,MAPK,ERK1,MAPK1
AKT1,30.790182623952397,24,PTM-SEA,0.5084745762711864,3,AGC,AKT,NA,AKT1
AKT2,-12.401961330073746,32,PTM-SEA,0.3728813559322034,2,AGC,AKT,NA,AKT2
MAP3K8,0,37,PTM-SEA,0,1,STE,STE-UNIQUE,NA,MAP3K8
PRKCI,-53.63037705899215,14,PTM-SEA,0.6779661016949152,3,AGC,PKC,IOTA,PRKCI
MTOR,0,37,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,0,37,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK8
MAPKAPK2,0,37,PTM-SEA,0,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
CDK7,-81.29310344827587,4,PTM-SEA,0.9322033898305084,4,CMGC,CDK,CDK7,CDK7
CDK9,-93.4113300492611,2,PTM-SEA,0.9661016949152542,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,-6.240630675193188,34,PTM-SEA,0.3389830508474576,2,AGC,RSK,RSK,RPS6KA3
NEK2,0,37,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,56.62943262592508,13,PTM-SEA,0.7796610169491526,4,CAMK,DAPK,DAPK,DAPK1
PRKAA2,23.145840827425953,28,PTM-SEA,0.4406779661016949,2,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,0,37,PTM-SEA,0,1,CMGC,CK2,NA,CSNK2A1
PRKDC,-100.98522167487687,1,PTM-SEA,1,4,ATYPICAL,PIKK,DNAPK,PRKDC
AURKB,13.825196905756801,31,PTM-SEA,0.3898305084745763,2,OTHER,AUR,NA,AURKB
CDK3,0,37,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,-93.4113300492611,2,PTM-SEA,0.9661016949152542,4,CMGC,CDK,CDK4,CDK6
CDK5,-77.44062649640212,6,PTM-SEA,0.8983050847457628,4,CMGC,CDK,CDK5,CDK5
PRKCE,-53.63037705899215,14,PTM-SEA,0.6779661016949152,3,AGC,PKC,ETA,PRKCE
PRKCQ,-53.63037705899215,14,PTM-SEA,0.6779661016949152,3,AGC,PKC,DELTA,PRKCQ
PRKCZ,26.7850218117353,27,PTM-SEA,0.4576271186440678,2,AGC,PKC,IOTA,PRKCZ
PRKCD,50.64068369146578,16,PTM-SEA,0.6440677966101694,3,AGC,PKC,DELTA,PRKCD
PRKAA1,-45.50912094363233,18,PTM-SEA,0.6101694915254238,3,CAMK,CAMKL,AMPK,PRKAA1
